"latitude","longitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","ocean_proximity_INLAND","ocean_proximity_ISLAND","ocean_proximity_NEAR BAY","ocean_proximity_NEAR OCEAN","median_house_value"
37.79,-122.41,52,2161,544,904,431,3.5066,0,0,1,0,350000
33.93,-118.31,42,1173,201,602,186,5.5787,0,0,0,0,142000
34.19,-118.88,16,7268,1729,3232,1653,3.3703,0,0,0,0,228700
37.27,-121.88,24,4567,688,2102,695,5.6895,0,0,0,0,289000
38.28,-122.04,12,3861,795,2129,806,3.676,1,0,0,0,135000
32.79,-117.17,43,1269,297,946,285,2.1447,0,0,0,1,133300
37.41,-122.11,35,2712,428,1084,425,7.1382,0,0,1,0,443800
38.15,-122.25,24,2917,543,1878,531,3.7014,0,0,1,0,123600
34.12,-117.39,7,5059,780,3253,801,4.9196,1,0,0,0,140500
34.01,-118.3,35,1147,290,818,281,1.7961,0,0,0,0,111700
34.13,-117.66,19,3995,554,1523,509,6.075,1,0,0,0,254100
34.4,-119.71,27,3782,771,1742,751,4.0451,0,0,0,1,395100
35.36,-118.98,29,1244,266,933,227,1.6981,1,0,0,0,49400
37.29,-121.92,35,2189,307,800,320,7.6659,0,0,0,0,426900
38.66,-120.98,9,2073,404,916,373,3.225,1,0,0,0,163300
33.44,-117.61,17,2036,272,713,265,6.5954,0,0,0,1,346200
36.62,-121.84,26,32,8,27,10,2.225,0,0,0,0,150000
34,-118.33,47,1671,388,895,317,2.2054,0,0,0,0,121500
32.78,-115.56,46,2511,490,1583,469,3.0603,1,0,0,0,70800
36.34,-119.31,14,2985,607,2250,607,2.1602,1,0,0,0,65200
34.03,-118.41,20,4374,1311,2165,1185,3.6019,0,0,0,0,463600
33.77,-118.17,45,2508,797,1340,720,2.6786,0,0,0,1,191100
37.92,-122.29,35,583,88,235,84,5.943,0,0,1,0,288200
37.79,-122.25,45,1786,526,1475,460,1.7772,0,0,1,0,97500
36.71,-119.76,29,1745,441,1530,391,1.5611,1,0,0,0,44400
34.1,-118.18,10,1940,445,763,412,4.975,0,0,0,0,166700
33.65,-117.66,13,8527,1364,4597,1393,6.2242,0,0,0,0,237900
36.65,-121.63,44,309,121,315,80,1.6071,0,0,0,0,112500
33.72,-118.29,21,1568,452,801,422,3.5109,0,0,0,1,225000
40.88,-123.98,41,1719,372,844,336,2.6923,0,0,0,0,84200
34.17,-118.14,52,2667,486,1681,504,4.0524,0,0,0,0,173100
37.36,-121.86,31,1602,358,1179,354,4.4896,0,0,0,0,156800
34.38,-117.39,4,7151,1295,3527,1170,3.5696,1,0,0,0,129700
32.68,-117.06,38,1481,317,1080,291,2.85,0,0,0,1,125800
34.42,-119.28,23,4763,828,2198,771,4.8105,0,0,0,1,313000
39.8,-123.47,18,2130,545,863,346,2.3571,1,0,0,0,79200
34.19,-116.88,38,898,259,106,52,1.6875,1,0,0,0,225000
33.77,-118.15,52,2204,498,899,445,4.1765,0,0,0,1,393900
33.78,-118.15,35,2768,752,1277,651,3.6193,0,0,0,1,250000
35.52,-120.76,7,9613,1666,4487,1653,3.6667,0,0,0,0,250600
33.93,-116.97,29,2793,722,1583,626,1.424,1,0,0,0,73200
34.36,-119.06,52,1409,359,981,304,2.7951,0,0,0,0,199300
35.41,-119.09,12,3449,522,1754,551,5.6235,1,0,0,0,130600
37.72,-122.45,45,964,173,613,201,2.9119,0,0,1,0,228900
34.02,-118.5,28,5109,1482,2313,1451,3.3266,0,0,0,0,483300
37.86,-122.28,49,2932,668,1361,608,1.9798,0,0,1,0,147400
32.63,-117.08,33,2891,793,1607,754,2.1281,0,0,0,1,139800
36.8,-119.71,17,1415,267,861,293,3.25,1,0,0,0,81400
36.52,-119.73,20,1741,331,1466,289,2.5921,1,0,0,0,94200
33.78,-117.92,35,1654,323,1065,354,3.4837,0,0,0,0,186500
32.84,-117.19,30,2492,406,1250,431,5.5277,0,0,0,1,197100
33.95,-118.02,36,1705,299,871,296,4.6184,0,0,0,0,179800
37.72,-122.48,46,2403,638,1281,603,3.2321,0,0,0,1,112500
37.37,-120.75,32,1656,317,1037,286,2.4964,1,0,0,0,88800
34.23,-118.5,26,3082,573,1590,586,4.5167,0,0,0,0,319000
34.17,-118.12,52,2166,483,1308,467,3.0417,1,0,0,0,222600
39.03,-122.66,27,1446,329,594,255,1.165,1,0,0,0,53300
33.84,-118.39,16,2472,572,965,529,5.137,0,0,0,0,348600
33.61,-117.16,3,2744,428,1223,366,4.7944,0,0,0,0,215300
36.29,-119.14,36,788,181,405,180,1.47,1,0,0,0,61900
36.98,-121.91,16,1957,408,865,369,2.6875,0,0,0,1,233300
34.06,-118.19,37,1715,456,2052,440,2.3125,0,0,0,0,116100
37.49,-122.23,11,840,329,1338,345,2.3333,0,0,0,1,241700
34.12,-117.21,32,1677,354,1021,339,3.6853,1,0,0,0,90900
33.77,-118.09,26,1388,409,515,392,1.8015,0,0,0,0,62000
32.61,-117.08,27,2264,525,1485,468,3.3514,0,0,0,1,149100
34.17,-119.14,16,1593,353,836,357,2.726,0,0,0,1,67500
34.03,-117.17,33,4583,648,1760,638,6.3308,1,0,0,0,230600
34.2,-118.15,37,1997,361,1037,363,3.7932,1,0,0,0,210300
37.87,-122.05,30,2296,329,847,322,6.7192,0,0,1,0,397500
34.14,-118.37,21,4670,1161,1914,1094,3.7986,0,0,0,0,367700
34.09,-118.26,36,3503,833,2652,788,3.8448,0,0,0,0,241400
37.37,-122.03,30,1269,290,556,266,3.8125,0,0,0,0,325000
37.32,-120.61,18,5009,826,2497,805,4.25,1,0,0,0,146300
33.94,-118.32,37,1487,296,863,291,3.1563,0,0,0,0,186200
34.14,-117.31,38,2011,448,1190,403,1.8654,1,0,0,0,89400
33.87,-118.12,21,3764,1081,1919,977,2.5057,0,0,0,0,156300
36.77,-119.82,41,1441,274,646,296,3.0568,1,0,0,0,71300
33.97,-118.37,26,6672,1729,3333,1557,2.9646,0,0,0,0,179800
38.03,-121.88,10,2769,619,1045,469,4.1111,1,0,0,0,158600
33.86,-118.19,36,2013,546,1659,522,3.1215,0,0,0,0,153600
34.45,-119.27,15,1659,274,679,253,5,0,0,0,0,357900
33.75,-118.38,23,8277,1290,3176,1159,7.6986,0,0,0,1,500001
34.06,-117.8,34,1081,205,1325,252,3.6298,1,0,0,0,108500
32.77,-116.95,25,3308,421,1201,414,6.3191,0,0,0,0,303400
33.7,-117.8,5,1549,378,735,355,5.2923,0,0,0,0,194000
33.82,-117.82,22,3173,372,1181,355,8.3637,0,0,0,0,500001
34.17,-118.43,42,777,102,284,113,11.2093,0,0,0,0,500001
33.74,-117.8,33,2890,453,1300,452,6.5616,0,0,0,0,290200
32.7,-117.1,28,633,137,525,170,3.6042,0,0,0,1,95600
38.67,-121.37,36,1354,258,771,267,2.2723,1,0,0,0,78800
33.53,-117.7,5,6698,1254,2834,1139,5.9088,0,0,0,0,288500
37.83,-121.28,32,696,151,443,144,2.5156,1,0,0,0,86300
34.07,-118.34,52,3175,1057,1594,997,3.1766,0,0,0,0,225000
37.3,-122.08,30,2268,404,1197,372,7.0813,0,0,0,0,485300
33.98,-118.06,38,1862,319,975,305,4.7266,0,0,0,0,177600
32.83,-117.08,7,13703,2352,4446,1856,6.4335,0,0,0,0,260600
33.91,-118.19,43,1531,357,1509,376,2.6354,0,0,0,0,128100
38.5,-122.47,23,2191,415,959,361,4.1993,1,0,0,0,214500
34.29,-116.76,14,3959,849,1064,376,2.8214,1,0,0,0,111400
37.57,-122.32,33,3384,819,2626,793,3.2285,0,0,0,1,234800
37.29,-121.88,44,2026,396,908,383,4.1406,0,0,0,0,274100
33.93,-118.21,30,2831,862,3649,883,1.9668,0,0,0,0,152100
37.07,-120.87,26,2036,401,1343,414,3.6331,1,0,0,0,88600
40.8,-124.16,52,1703,500,952,435,1.1386,0,0,0,1,74100
38.55,-121.5,52,2784,455,957,448,5.6402,1,0,0,0,209800
37.92,-122.31,30,1014,236,537,204,2.8456,0,0,1,0,183300
39.13,-123.23,33,1176,211,529,217,3.8958,0,0,0,0,144000
33.68,-116.25,16,926,189,238,118,3.0114,1,0,0,0,366700
37.34,-121.92,42,2101,524,1212,526,3.6389,0,0,0,0,239200
37.92,-121.23,28,590,129,315,99,1.8958,1,0,0,0,85700
38.54,-121.5,52,1145,133,334,138,8.338,1,0,0,0,405800
34.07,-118.22,36,839,250,1079,245,1.7463,0,0,0,0,158300
34.02,-118.14,40,1912,502,2077,500,2.6,0,0,0,0,180600
33.65,-117.93,35,2133,413,1473,402,4.4211,0,0,0,0,215200
33.62,-114.61,16,1187,261,1115,242,2.1759,1,0,0,0,61500
33.69,-117.96,20,3123,441,1319,432,6.091,0,0,0,0,290400
33.72,-117.86,32,1461,340,1909,346,3.5511,0,0,0,0,159100
36.33,-119.34,17,2250,430,1218,468,4.1812,1,0,0,0,93700
37.63,-122.08,34,1619,293,1148,310,4.0326,0,0,1,0,164700
38.24,-120.79,19,1003,235,538,190,2.9821,1,0,0,0,90400
33.84,-117.89,35,3315,744,2425,687,3.5521,0,0,0,0,182800
34.19,-118.56,34,2185,372,986,347,4.8125,0,0,0,0,266700
37.75,-122.13,36,768,93,229,93,5.3602,0,0,1,0,330000
32.92,-117.13,17,1481,315,1002,300,3.6196,0,0,0,0,163400
40.79,-123.48,15,619,160,287,104,1.9107,1,0,0,0,79200
34.91,-115.53,12,807,199,246,102,2.5391,1,0,0,0,40000
37.68,-121.02,28,2875,560,1608,558,3.5489,1,0,0,0,106400
32.73,-116.95,17,1635,272,960,279,5.2671,0,0,0,0,157100
37.95,-121.23,36,811,168,514,152,2.625,1,0,0,0,89200
38.67,-121.27,15,1701,346,723,352,3.8906,1,0,0,0,128700
34.11,-117.62,17,1869,311,831,262,6.148,1,0,0,0,243900
37.99,-120.38,36,2864,603,1155,565,2.3571,1,0,0,0,113400
37.29,-121.93,36,2241,437,989,442,3.9625,0,0,0,0,288200
35.4,-119.03,35,2608,620,1566,583,2.1818,1,0,0,0,63500
34.61,-118.17,7,2465,336,978,332,7.1381,1,0,0,0,292200
38.48,-121.53,5,27870,5027,11935,4855,4.8811,1,0,0,0,212200
34.02,-118.33,11,1249,313,625,336,0.8702,0,0,0,0,170500
33.64,-116.57,10,489,82,183,74,6.2702,1,0,0,0,345500
33.94,-118.33,31,3757,1102,3288,964,1.9309,0,0,0,0,137500
32.74,-117.25,36,1240,310,577,319,2.6625,0,0,0,1,248200
35.4,-118.94,14,5548,941,2815,935,4.2214,1,0,0,0,104600
37.65,-122.42,39,4402,894,2941,887,3.8565,0,0,0,1,239800
38.55,-120.25,15,4403,891,1103,433,3.0125,1,0,0,0,111700
38.05,-121.34,16,667,92,267,90,5.6147,1,0,0,0,244700
37.76,-122.39,52,2316,468,1047,476,4.5057,0,0,1,0,321600
37.32,-120.49,10,1275,255,620,240,3.0263,1,0,0,0,118300
33.9,-118.32,36,1520,300,831,291,4.0473,0,0,0,0,212100
32.8,-116.99,34,3657,538,1513,562,5.2907,0,0,0,0,195800
33.76,-117.94,33,1441,337,1233,331,3.7232,0,0,0,0,176200
34.15,-118.09,46,271,74,150,55,2.2321,1,0,0,0,237500
33.94,-118.24,39,1215,273,1211,265,1.7212,0,0,0,0,95500
37.72,-122.45,52,1729,319,890,300,4.3036,0,0,1,0,261800
36.35,-119.64,23,3182,563,1525,585,3.8108,1,0,0,0,90400
39.03,-121.06,11,1887,303,775,283,3.8417,1,0,0,0,187200
37.88,-121.38,44,1158,226,1094,224,2.6842,1,0,0,0,156300
35.37,-118.96,41,1463,339,1066,318,1.7467,1,0,0,0,52400
32.59,-117.11,17,2020,534,1529,500,2.1773,0,0,0,1,143200
34.11,-118.43,27,10806,1440,3511,1352,12.7296,0,0,0,0,500001
34.08,-117.69,30,4255,773,2129,730,4.5185,1,0,0,0,142500
37.32,-121.87,36,1471,360,1182,326,2.7031,0,0,0,0,175800
37.78,-122.23,52,986,258,1008,255,1.4844,0,0,1,0,119400
34.1,-118.38,39,3798,586,975,525,9.3092,0,0,0,0,500001
34.06,-118.21,29,1478,413,1580,394,1.8781,0,0,0,0,147500
33.86,-116.08,16,381,89,182,75,2.425,1,0,0,0,76100
39.46,-123.4,10,4086,831,2111,758,3.2156,0,0,0,0,104400
33.79,-118.01,23,2663,430,1499,403,5.7837,0,0,0,0,258000
33.78,-118.19,29,1013,392,1083,316,1.8438,0,0,0,1,162500
32.91,-117.15,10,2349,431,1598,435,4.8229,0,0,0,0,183200
32.79,-117.2,16,2079,394,746,383,5.0958,0,0,0,1,300000
36.64,-118.05,34,2090,478,896,426,2.0357,1,0,0,0,74200
34.04,-118.35,45,1839,459,1312,460,2.5625,0,0,0,0,138000
39.15,-121.62,23,1984,528,1043,452,1.9375,1,0,0,0,65300
37.96,-122.07,34,1692,290,836,289,5.0172,0,0,1,0,197100
34.13,-118.21,52,2465,611,1433,570,3.25,0,0,0,0,214200
33.72,-117.2,16,5373,1079,1573,933,1.9912,0,0,0,0,98600
35.41,-119.02,21,2534,554,1297,517,2.0575,1,0,0,0,67000
35.07,-119.45,45,973,183,500,177,2.6389,1,0,0,0,30000
36.83,-119.76,22,2803,438,1234,457,4.5179,1,0,0,0,99600
39.32,-121.65,40,812,154,374,142,2.7891,1,0,0,0,73500
38.26,-122.05,32,1070,199,631,195,2.6827,1,0,0,0,98900
33.6,-117.71,25,3011,714,893,654,2.3387,0,0,0,0,74800
38.27,-122.65,9,4764,816,2077,755,5.1391,0,0,0,0,234500
34.12,-118.18,29,2640,737,1795,655,2.369,0,0,0,0,173400
35.35,-118.99,32,1293,317,1109,286,1.1786,1,0,0,0,45600
33.79,-118.21,39,1598,458,1691,399,2.3605,0,0,0,1,141800
37.28,-121.94,27,2859,464,1144,430,5.0822,0,0,0,0,327500
37.94,-122.05,22,2105,354,993,365,4.6602,0,0,1,0,227800
36.32,-119.68,28,1325,276,873,240,2.5833,1,0,0,0,54400
37.75,-121.42,33,1999,368,1061,390,3.5242,1,0,0,0,121400
33.15,-117.27,4,23915,4135,10877,3958,4.6357,0,0,0,1,244900
37.82,-122.26,40,624,195,423,160,0.9506,0,0,1,0,187500
36.71,-119.8,29,1541,291,1007,313,2.0043,1,0,0,0,53500
33.84,-118.22,38,1928,429,1358,399,4.0687,0,0,0,0,160300
37.77,-122.25,52,2156,458,872,445,3.2685,0,0,1,0,254200
35.72,-118.47,18,4754,1075,1366,690,2.0694,1,0,0,0,81200
33.62,-117.7,16,9653,2000,4732,1922,3.7361,0,0,0,0,197200
36.33,-119.24,9,3289,621,1866,631,3.1599,1,0,0,0,95000
34.02,-118.21,43,1811,513,2123,487,1.3615,0,0,0,0,133300
37.96,-121.29,52,287,119,154,85,0.8738,1,0,0,0,75000
33.15,-117.12,7,2810,464,1564,457,4.4655,0,0,0,0,182800
33.92,-118.29,40,1935,461,1616,433,2.875,0,0,0,0,120200
33.94,-118,36,2911,534,1395,486,5.1738,0,0,0,0,203700
33.99,-118.32,43,1257,232,735,232,3.7167,0,0,0,0,108900
32.8,-117.06,17,2247,340,973,318,5.5,0,0,0,0,222000
32.85,-116.89,15,3560,593,1757,574,5.1185,0,0,0,0,185300
37.78,-122.45,48,1013,194,464,205,3.2011,0,0,1,0,428300
34.18,-118.35,46,1840,379,866,360,3.3056,0,0,0,0,230400
37.96,-120.23,52,1230,262,609,243,2.0057,1,0,0,0,68200
34.41,-119.69,44,1208,357,603,297,2.6103,0,0,0,0,500000
32.72,-116.98,4,1078,158,571,184,4.6667,0,0,0,0,223300
36.08,-119.07,5,2693,508,1785,491,3,1,0,0,0,71000
33.93,-118.34,32,1254,399,1281,386,2.2976,0,0,0,0,155700
36.61,-121.83,26,3723,789,2563,747,3.4531,0,0,0,0,133100
37.86,-122.28,41,2214,550,1213,568,2.2845,0,0,1,0,153100
34.01,-118.25,43,1575,475,1980,469,1.7425,0,0,0,0,100500
37.93,-122.53,37,1722,352,648,337,4.125,0,0,1,0,310300
37.37,-121.98,36,1651,344,1062,331,4.575,0,0,0,0,215400
34.13,-118.02,32,3308,718,1803,667,3.9464,1,0,0,0,273600
37.38,-121.81,29,570,76,244,72,12.3292,0,0,0,0,416700
41.31,-122.3,29,4059,787,1700,702,2.4526,1,0,0,0,97100
38.61,-121.29,26,1814,299,963,317,4.4519,1,0,0,0,110500
33.75,-118.29,27,1650,443,1359,386,2.5795,0,0,0,1,192400
34.13,-117.57,5,6135,879,2795,781,5.9369,1,0,0,0,225200
38.61,-121.37,42,945,193,460,193,3.7569,1,0,0,0,127100
33.59,-117.65,8,2649,340,1238,354,8.0409,0,0,0,0,337900
34.28,-119.14,31,790,241,1095,222,2.25,0,0,0,1,75000
33.6,-117.69,16,2205,393,1333,402,3.475,0,0,0,0,279500
32.8,-117.08,32,1587,268,635,249,3.375,0,0,0,1,178100
36.77,-119.77,29,2554,705,2669,655,1.2176,1,0,0,0,61900
34.05,-117.94,34,1729,324,1341,324,3.7708,0,0,0,0,163500
32.84,-116.94,32,1607,253,778,262,4.5278,0,0,0,0,166300
39.26,-123.18,25,3066,570,1558,535,3.788,0,0,0,0,134200
33.96,-118.02,36,2071,398,988,404,4.6226,0,0,0,0,219700
34.11,-117.32,41,1229,302,994,270,1.4891,1,0,0,0,67300
34.1,-118.25,42,4198,956,1935,878,3.7184,0,0,0,0,277300
34.14,-118.15,27,1499,426,755,414,3.875,0,0,0,0,258300
36.72,-119.73,15,2246,456,1190,403,2.0294,1,0,0,0,70400
37.72,-122.46,52,2951,406,1115,397,6.7228,0,0,0,1,405200
34.14,-118.03,31,4353,1117,2338,1037,3.0727,1,0,0,0,242600
38.97,-121.31,16,1210,228,726,222,2.7083,1,0,0,0,82100
36.59,-119.45,28,1274,215,572,202,3.825,1,0,0,0,84200
34.16,-117.51,2,718,98,119,50,4.1,1,0,0,0,315000
37.69,-121.03,5,4034,771,1967,742,3.8065,1,0,0,0,146000
33.85,-117.93,33,2489,546,1857,444,2.9474,0,0,0,0,178400
36.77,-119.71,11,5112,1384,2487,1243,2.1461,1,0,0,0,75900
36.02,-119.08,26,1748,346,891,303,1.9439,1,0,0,0,62100
33.12,-117.08,37,1060,268,823,229,1.8363,0,0,0,0,145500
37.43,-122.14,52,1327,190,467,189,12.5902,0,0,1,0,500001
34.06,-118.18,33,278,71,266,56,0.8941,0,0,0,0,98200
33.88,-117.59,7,3586,959,2695,877,2.4387,1,0,0,0,117000
37.64,-120.99,50,683,189,459,195,1.8162,1,0,0,0,70000
32.72,-117.16,52,788,463,805,391,0.9142,0,0,0,1,162500
39.78,-122.16,32,1288,221,562,203,2.325,1,0,0,0,69600
37.4,-122.1,23,514,210,367,206,3.1736,0,0,1,0,181300
37.3,-121.8,16,906,149,605,148,4.8173,0,0,0,0,235600
37.66,-122.11,36,1755,316,913,299,4.1302,0,0,1,0,172700
33.65,-117.68,6,10395,1915,4783,1811,5.928,0,0,0,0,239900
37,-121.96,20,3847,727,1725,737,3.3447,0,0,0,1,305200
37.25,-121.93,32,1555,287,779,284,6.0358,0,0,0,0,260100
33.01,-117.05,19,3558,588,1439,578,4.625,0,0,0,0,211100
38.09,-122.19,8,614,118,278,115,6.3735,0,0,1,0,166300
33.82,-117.88,17,2247,705,1382,618,3.8631,0,0,0,0,225000
34.07,-118.21,31,1453,404,1486,389,2.3859,0,0,0,0,153100
33.99,-118.23,5,706,203,839,199,4.5208,0,0,0,0,165000
36.83,-119.78,18,4164,741,1817,681,4.2153,1,0,0,0,95200
34.27,-118.51,36,2276,429,1001,419,4.1042,0,0,0,0,252100
37.8,-122.41,30,1821,738,1648,684,0.8836,0,0,1,0,450000
38.12,-122.26,28,3102,734,1623,639,3.1025,0,0,1,0,103700
38.26,-122.01,12,4132,710,2087,633,4.5987,1,0,0,0,139700
32.85,-117.2,26,2298,549,980,555,2.4207,0,0,0,1,213500
34.96,-120.45,11,1299,280,1158,223,2.5556,0,0,0,0,129200
38.54,-121.5,44,1167,201,452,209,3.7344,1,0,0,0,179800
37.58,-122.37,43,2506,432,967,428,4.7404,0,0,0,1,500001
33.96,-116.97,12,5876,1222,2992,1151,2.4322,1,0,0,0,112100
38.56,-121.39,19,8507,1470,3517,1453,4.3644,1,0,0,0,137400
33.86,-118.32,32,3485,678,1715,649,4.6563,0,0,0,0,291700
38.04,-122.2,31,3029,500,1236,487,5.6022,0,0,1,0,197000
37.32,-120.43,16,1170,178,566,181,5.2522,1,0,0,0,125300
36.73,-119.78,52,1377,319,1280,259,1.2344,1,0,0,0,43300
37.97,-122.33,45,1982,376,1179,398,3.5463,0,0,1,0,130800
33.79,-117.99,33,2064,324,1384,315,4.5263,0,0,0,0,169000
34.03,-118.3,37,2781,766,2586,729,1.8564,0,0,0,0,187500
34.11,-118.05,48,1410,304,677,274,3.2596,1,0,0,0,272400
33.88,-117.56,36,838,210,722,180,2.4861,1,0,0,0,96200
33.03,-117.08,15,3023,623,1283,559,3.3724,0,0,0,0,137900
37.76,-122.44,52,2110,454,816,438,3.9079,0,0,1,0,370000
33.41,-116.01,20,1996,515,659,295,2.8684,1,0,0,0,62800
37.58,-122.37,52,1900,290,665,276,4.5486,0,0,0,1,500001
34.02,-118.09,33,4853,1105,2855,1006,3.2622,0,0,0,0,208600
36.29,-119.8,7,479,84,327,103,5.1728,1,0,0,0,107500
33.97,-117.99,18,4078,484,1490,482,10.8034,0,0,0,0,500001
37.09,-120.65,22,886,173,595,161,2.4398,1,0,0,0,150000
40.51,-122.34,16,2247,502,1206,463,1.9946,1,0,0,0,119200
34.04,-118.19,40,1095,305,1322,281,1.9688,0,0,0,0,150000
39.15,-121.63,27,336,60,195,68,5.3946,1,0,0,0,71800
40.16,-123.22,27,1848,449,396,150,2.8472,1,0,0,0,41300
34.03,-117.93,35,2160,399,1694,403,3.8581,0,0,0,0,163100
37.38,-121.87,16,1050,245,722,228,4.5187,0,0,0,0,163500
40.97,-124.01,21,1513,319,943,301,3.538,0,0,0,0,102700
37.11,-120.31,38,1696,301,985,278,2.4054,1,0,0,0,112500
37.37,-122.11,22,1477,195,520,187,10.3329,0,0,1,0,500001
37.78,-121.04,32,2916,528,1466,473,2.5643,1,0,0,0,200000
34.4,-118.46,12,25957,4798,10475,4490,4.542,0,0,0,0,195300
33.84,-118.37,35,1792,322,978,326,4.9583,0,0,0,0,342800
32.69,-117.12,46,200,77,180,65,1.0658,0,0,0,1,93800
37.46,-122.22,37,2586,495,1208,502,4.3214,0,0,0,1,342700
38.57,-121.5,9,745,175,297,160,3.358,1,0,0,0,77500
33.97,-118.5,52,709,329,388,313,2.2643,0,0,0,0,350000
33.9,-117.85,20,4026,648,1997,650,5.5918,0,0,0,0,260500
33.77,-118.18,36,1833,688,1128,620,1.1483,0,0,0,1,112500
33.91,-118.27,32,2238,471,1292,467,1.1705,0,0,0,0,110600
34.19,-118.34,43,1029,252,613,255,2.6827,0,0,0,0,219900
37.77,-122.46,52,1824,388,799,363,3.75,0,0,1,0,435700
38.92,-121.14,16,2069,312,889,299,4.6771,1,0,0,0,212000
36.62,-119.65,6,1931,422,1344,414,1.6607,1,0,0,0,58000
38.57,-121.43,38,2507,446,888,448,4.0972,1,0,0,0,163700
38.08,-122.17,7,18392,2782,8276,2742,6.4232,0,0,1,0,229200
32.96,-117.21,3,6251,988,2330,893,8.4355,0,0,0,1,467600
36.35,-119.62,10,3674,734,1864,718,2.6145,1,0,0,0,80300
37.79,-122.23,30,610,145,425,140,1.6198,0,0,1,0,122700
34.11,-117.21,27,1245,229,692,234,3.2176,1,0,0,0,89400
34.2,-118.52,37,1795,346,1082,354,4.9102,0,0,0,0,207200
40.23,-121.06,23,1127,225,215,85,3.4844,1,0,0,0,143800
37.99,-122.06,16,2445,469,721,474,2.8043,0,0,1,0,87500
34.09,-118.3,36,2332,993,3155,927,2.2612,0,0,0,0,230400
38.58,-121.44,43,1806,339,764,341,3.9271,1,0,0,0,147100
37.99,-121.83,23,1970,296,935,279,4.4853,1,0,0,0,145900
37.74,-121.13,21,2376,475,1175,441,3.6016,1,0,0,0,134600
38.03,-122.44,13,4284,1042,2146,937,4.1289,0,0,1,0,179200
37.66,-120.96,15,2485,434,1296,434,3.8542,1,0,0,0,145200
33.79,-117.87,25,2546,545,1543,521,4.192,0,0,0,0,219900
32.7,-116.99,15,3660,622,2629,612,4.0444,0,0,0,1,150100
37.99,-121.34,14,3111,498,1178,525,6.556,1,0,0,0,234700
37.44,-121.88,20,1351,372,1427,394,4.4712,0,0,0,0,144000
33.86,-118.27,26,1097,167,701,188,6.5799,0,0,0,0,196600
32.82,-115.32,34,591,139,327,89,3.6528,1,0,0,0,100000
38.12,-122.24,42,1625,255,578,243,4.0114,0,0,1,0,166900
38.51,-121.42,21,3249,666,2611,663,1.9423,1,0,0,0,87800
33.96,-118.4,44,1877,314,877,320,6.8197,0,0,0,0,363600
39.34,-121.67,22,1217,224,537,187,2.6607,1,0,0,0,84600
33.4,-117.24,16,2704,463,1322,424,3.7857,0,0,0,0,227000
38.98,-122.84,21,939,176,556,178,1.7196,1,0,0,0,75000
32.72,-117,10,3817,943,2352,875,2.1362,0,0,0,1,143200
34.21,-118.23,29,2584,608,1217,568,3.3287,0,0,0,0,273400
32.99,-115.51,20,1402,287,1104,317,1.9088,1,0,0,0,63700
33.74,-118,25,2767,346,1148,372,6.394,0,0,0,0,316700
37.44,-122.12,33,1509,303,748,268,4.875,0,0,1,0,373400
37.95,-122,9,2214,256,848,239,6.8145,1,0,0,0,339200
39.93,-122.18,35,1387,272,610,237,2.1759,1,0,0,0,59500
37.36,-121.99,33,2545,467,1287,458,5.5,0,0,0,0,282200
33.98,-117.6,26,1225,199,717,204,2.7284,1,0,0,0,225000
34.12,-118.25,11,1281,418,1584,330,2.8889,0,0,0,0,153100
37.22,-121.78,18,2127,387,1547,402,5.0958,0,0,0,0,217100
38.1,-121.28,13,2432,586,1441,606,2.5556,1,0,0,0,133100
34.17,-118.32,40,1868,356,799,403,2.9306,0,0,0,0,279300
34.22,-118.4,36,2557,540,1556,491,3.6591,0,0,0,0,183800
32.76,-117,31,2545,373,956,342,4.3977,0,0,0,0,226800
37.43,-121.88,31,2573,474,1898,475,5.6651,0,0,0,0,204100
34,-117.4,24,2316,599,1829,532,1.6955,1,0,0,0,86800
36.76,-119.78,50,1343,322,1063,342,1.75,1,0,0,0,49800
38.48,-121.46,8,3593,659,1710,530,3.5227,1,0,0,0,93100
34.18,-118.69,11,1177,138,415,119,10.0472,0,0,0,0,500001
33.71,-117.76,15,1010,350,470,342,3.2229,0,0,0,0,108300
33.93,-117.46,19,4780,861,3043,766,3.7431,1,0,0,0,132800
34.28,-118.75,27,1452,251,928,259,4.6908,0,0,0,0,186600
34.32,-118.46,10,5777,1112,2917,1056,4.1514,0,0,0,0,194100
33.81,-117.98,18,3751,878,2281,815,3.7201,0,0,0,0,183100
34.09,-118.4,45,2686,283,857,259,15.0001,0,0,0,0,500001
38.19,-120.67,17,2967,611,1387,564,2.0417,1,0,0,0,92600
33.91,-118.29,31,2025,618,2231,593,2.4741,0,0,0,0,151200
37.84,-121.23,28,1347,241,713,225,4.0208,1,0,0,0,155700
37.79,-122.25,52,1339,391,1086,363,2.181,0,0,1,0,138800
37.95,-121.98,16,2984,406,1317,397,6.7821,1,0,0,0,265900
37.94,-121.95,27,1469,216,578,219,5.9346,1,0,0,0,253600
37.47,-122.13,25,1630,353,1546,371,5.0893,0,0,1,0,173400
37.57,-121.87,13,5519,833,2444,825,7.0691,0,0,0,0,393200
36.78,-119.85,8,3096,684,1454,545,2.7857,1,0,0,0,79700
33.61,-117.91,38,1232,178,410,171,11.075,0,0,0,0,500001
33.95,-118.25,41,1576,339,1252,302,1.9798,0,0,0,0,98100
38.04,-121.35,12,6217,1019,3771,961,3.7206,1,0,0,0,146000
